NIM,angkatan,semester,Accounting Principles 1 (nilai),Accounting Principles 1 (hadir),Introduction to Business Management (nilai),Introduction to Business Management (hadir),Programming Fundamentals (nilai),Programming Fundamentals (hadir),Management Information Systems (nilai),Management Information Systems (hadir),Introduction to System and Information Technology (nilai),Introduction to System and Information Technology (hadir),Organizational Behavior (nilai),Organizational Behavior (hadir),English 1 (nilai),English 1 (hadir),Discrete Mathematics (nilai),Discrete Mathematics (hadir),Corporate Business Processes (nilai),Corporate Business Processes (hadir),Human and Computer Interaction (nilai),Human and Computer Interaction (hadir),Probability and Statistic (nilai),Probability and Statistic (hadir),Algorithm and Data Structure (nilai),Algorithm and Data Structure (hadir),Religion (nilai),Religion (hadir),English 2 (nilai),English 2 (hadir),Business Mathematics (nilai),Business Mathematics (hadir),Information Systems Analysis and Design (nilai),Information Systems Analysis and Design (hadir),Database Systems (nilai),Database Systems (hadir),Data Analysis (nilai),Data Analysis (hadir),Visual Programming (nilai),Visual Programming (hadir),Indonesian Language (nilai),Indonesian Language (hadir),English 3 (nilai),English 3 (hadir),Operating System Concept (nilai),Operating System Concept (hadir),Enterprise Resource Planning (nilai),Enterprise Resource Planning (hadir),Mobile Application Development (nilai),Mobile Application Development (hadir),Datawarehouse (nilai),Datawarehouse (hadir),Web Design and Development (nilai),Web Design and Development (hadir),Seminars on Information Systems (nilai),Seminars on Information Systems (hadir),Civics (nilai),Civics (hadir),Business Ethics and Law (nilai),Business Ethics and Law (hadir),Security and Computer Network (nilai),Security and Computer Network (hadir),Data Engineering (nilai),Data Engineering (hadir),Enterprise Application and Systems 1 (nilai),Enterprise Application and Systems 1 (hadir),ERP Configuration (nilai),ERP Configuration (hadir),Data Visualization (nilai),Data Visualization (hadir),Information Systems Testing and Implementation (nilai),Information Systems Testing and Implementation (hadir),Database Administration (nilai),Database Administration (hadir),"Governance, Risk, and Compliance (nilai)","Governance, Risk, and Compliance (hadir)",IS Project Management (nilai),IS Project Management (hadir),E-Business (nilai),E-Business (hadir),IT Governance 2 (nilai),IT Governance 2 (hadir),Enterprise Application and Systems 2 (nilai),Enterprise Application and Systems 2 (hadir),ERP Programming 1 (nilai),ERP Programming 1 (hadir),Industry Pipeline Knowledge (nilai),Industry Pipeline Knowledge (hadir),Professional Literacy (nilai),Professional Literacy (hadir),Industry Pipeline Validation (nilai),Industry Pipeline Validation (hadir),Industry Based Project (nilai),Industry Based Project (hadir),Final Project (nilai),Final Project (hadir),Pancasila (nilai),Pancasila (hadir),Technopreneurship (nilai),Technopreneurship (hadir),Decision Support System (nilai),Decision Support System (hadir),Advanced Database (nilai),Advanced Database (hadir),Object-Oriented Database (nilai),Object-Oriented Database (hadir),Database Administration 1 (nilai),Database Administration 1 (hadir),Database Application Development 1 (nilai),Database Application Development 1 (hadir),IT Security Governance (nilai),IT Security Governance (hadir),Interpersonal Communication (nilai),Interpersonal Communication (hadir),Computer & Society (nilai),Computer & Society (hadir),Accounting (nilai),Accounting (hadir),Social Entrepreneurship (nilai),Social Entrepreneurship (hadir),"Art, Copywriting & Creative Strategy (nilai)","Art, Copywriting & Creative Strategy (hadir)",Growth Hacking for Startup Business (nilai),Growth Hacking for Startup Business (hadir),Public Speaking & Presentation Skills (nilai),Public Speaking & Presentation Skills (hadir),Transmedia & Brand Storytelling (nilai),Transmedia & Brand Storytelling (hadir),Computer Architecture & Organization (nilai),Computer Architecture & Organization (hadir),Artificial Intelligence (nilai),Artificial Intelligence (hadir),Big Data Analytics 1 (nilai),Big Data Analytics 1 (hadir),Computer Network (nilai),Computer Network (hadir),Digital Marketing (nilai),Digital Marketing (hadir),Machine Learning (nilai),Machine Learning (hadir),Big Data Analytics 2 (nilai),Big Data Analytics 2 (hadir),Social Media & Mobile Marketing Strategy (nilai),Social Media & Mobile Marketing Strategy (hadir),Data Modelling (nilai),Data Modelling (hadir),Information Systems Research Methodologies (nilai),Information Systems Research Methodologies (hadir),Database Administration 2 (nilai),Database Administration 2 (hadir),Database Application Development 2 (nilai),Database Application Development 2 (hadir),Internship (nilai),Internship (hadir),Multimedia Concept (nilai),Multimedia Concept (hadir),Small Business Management (nilai),Small Business Management (hadir),Sales Promotion Communication (nilai),Sales Promotion Communication (hadir),Enterprise Application and Systems 3 (nilai),Enterprise Application and Systems 3 (hadir),ERP Programming 2 (nilai),ERP Programming 2 (hadir),Intellectual Property Rights (nilai),Intellectual Property Rights (hadir),Training and Development (nilai),Training and Development (hadir),Transformational Leadership (nilai),Transformational Leadership (hadir),IT Governance 1 (nilai),IT Governance 1 (hadir),Information System Auditing (nilai),Information System Auditing (hadir),IT Governance 3 (nilai),IT Governance 3 (hadir),IS Audit Project (nilai),IS Audit Project (hadir),ICT Business for Creative Industry (nilai),ICT Business for Creative Industry (hadir),ERP Programming (nilai),ERP Programming (hadir),Supply Chain Management (nilai),Supply Chain Management (hadir),Advanced Big Data Analytics (nilai),Advanced Big Data Analytics (hadir),Brand Mascot Design (nilai),Brand Mascot Design (hadir),Digital Advertising (nilai),Digital Advertising (hadir),Accounting Fundamentals (nilai),Accounting Fundamentals (hadir),Deep Learning (nilai),Deep Learning (hadir),Mobile and Social Media Content Production (nilai),Mobile and Social Media Content Production (hadir),Professional Business Ethics (nilai),Professional Business Ethics (hadir),Industry Experience (nilai),Industry Experience (hadir),Industry Model Validation (nilai),Industry Model Validation (hadir),Evaluation and Reporting (nilai),Evaluation and Reporting (hadir),Fundamental of Investment (nilai),Fundamental of Investment (hadir),Digital Systems (nilai),Digital Systems (hadir),New Venture Creation (nilai),New Venture Creation (hadir),History of Journalism (nilai),History of Journalism (hadir),Media and Politics (nilai),Media and Politics (hadir),Digital-Fact Checking (nilai),Digital-Fact Checking (hadir),Blockchain & Cryptocurrency (nilai),Blockchain & Cryptocurrency (hadir),Marketing Public Relations (nilai),Marketing Public Relations (hadir),Community Relations & Engagement (nilai),Community Relations & Engagement (hadir),Technology and Innovation Management (nilai),Technology and Innovation Management (hadir),Business Law (nilai),Business Law (hadir),Ethics in Information Technology (nilai),Ethics in Information Technology (hadir),Special Event & Brand Activation (nilai),Special Event & Brand Activation (hadir),Big Data Analytics (nilai),Big Data Analytics (hadir),Engineering Design & Ethics (nilai),Engineering Design & Ethics (hadir),Communication and Personal Relationships (nilai),Communication and Personal Relationships (hadir),Digital Graphic Communication (nilai),Digital Graphic Communication (hadir),Database Development (nilai),Database Development (hadir),Digital Strategic Communication & Data Analytics (nilai),Digital Strategic Communication & Data Analytics (hadir),ERP Fundamental (nilai),ERP Fundamental (hadir),Applied ERP (nilai),Applied ERP (hadir),Service Marketing (nilai),Service Marketing (hadir),Media Relations & Publicity Effectiveness (nilai),Media Relations & Publicity Effectiveness (hadir),Creative Media Production (nilai),Creative Media Production (hadir),Investor & Government Relations (nilai),Investor & Government Relations (hadir),Personal & Relationship Selling (nilai),Personal & Relationship Selling (hadir),Internal Communication & Corporate Culture (nilai),Internal Communication & Corporate Culture (hadir),B2B Communication (nilai),B2B Communication (hadir),Direct Marketing & Customer Relationship Management (nilai),Direct Marketing & Customer Relationship Management (hadir),Asset Prototyping (nilai),Asset Prototyping (hadir),Algorithms and Programming (nilai),Algorithms and Programming (hadir),Digital Content Production (nilai),Digital Content Production (hadir),Planning and Analysis (nilai),Planning and Analysis (hadir),Development and Implementation (nilai),Development and Implementation (hadir),Project Seminar (nilai),Project Seminar (hadir),Final Project Independent Evaluation (nilai),Final Project Independent Evaluation (hadir),Voice Acting (nilai),Voice Acting (hadir),Advertising Business & Management (nilai),Advertising Business & Management (hadir),Integrated Brand Campaign (nilai),Integrated Brand Campaign (hadir),Research Problem Formulation (nilai),Research Problem Formulation (hadir),Research Methodology Implementation (nilai),Research Methodology Implementation (hadir),Research Evaluation (nilai),Research Evaluation (hadir),Research Publication (nilai),Research Publication (hadir),3D Game Design & Development (nilai),3D Game Design & Development (hadir),English for Journalism (nilai),English for Journalism (hadir),Entertainment Content Production (nilai),Entertainment Content Production (hadir),Business Intelligence (nilai),Business Intelligence (hadir),Film Scoring (nilai),Film Scoring (hadir),User Experience (nilai),User Experience (hadir),Consumer Digital Behavior (nilai),Consumer Digital Behavior (hadir),Integrated Marketing Communication (nilai),Integrated Marketing Communication (hadir),Digital Retail Management (nilai),Digital Retail Management (hadir),Cybersecurity: Firewall Configuration & Management (nilai),Cybersecurity: Firewall Configuration & Management (hadir),Issue Management & Crisis Communication (nilai),Issue Management & Crisis Communication (hadir),Corporate Branding & Reputation Management (nilai),Corporate Branding & Reputation Management (hadir),Building Science 1 (nilai),Building Science 1 (hadir),Interior Design (nilai),Interior Design (hadir),Industry Knowledge and Experience (nilai),Industry Knowledge and Experience (hadir),Industry Model and Validation (nilai),Industry Model and Validation (hadir),Industry Validation and Experience (nilai),Industry Validation and Experience (hadir),Industry Based Project Evaluation (nilai),Industry Based Project Evaluation (hadir),Virtual Reality in Architecture (nilai),Virtual Reality in Architecture (hadir),Film Studies (nilai),Film Studies (hadir),Global Media (nilai),Global Media (hadir),Communication for Sustainable Development (nilai),Communication for Sustainable Development (hadir),Account Planning & Management (nilai),Account Planning & Management (hadir),Nusantara Storytelling History (nilai),Nusantara Storytelling History (hadir),Interdisciplinary Studies 1 (nilai),Interdisciplinary Studies 1 (hadir),Interdisciplinary Studies 2 (nilai),Interdisciplinary Studies 2 (hadir),Cross Cultural (nilai),Cross Cultural (hadir),Industrial and Organization Psychology (nilai),Industrial and Organization Psychology (hadir),Media and Social Diversity (nilai),Media and Social Diversity (hadir),Writing for Public Relations (nilai),Writing for Public Relations (hadir),Student Exchange 1 (nilai),Student Exchange 1 (hadir),Student Exchange 2 (nilai),Student Exchange 2 (hadir),Student Exchange 3 (nilai),Student Exchange 3 (hadir),Student Exchange 4 (nilai),Student Exchange 4 (hadir),Student Exchange 5 (nilai),Student Exchange 5 (hadir),Student Exchange 6 (nilai),Student Exchange 6 (hadir),Student Exchange 7 (nilai),Student Exchange 7 (hadir),ICT Based Accounting Information System 1 (nilai),ICT Based Accounting Information System 1 (hadir),Humanity Project Idea (nilai),Humanity Project Idea (hadir),Project Validation (nilai),Project Validation (hadir),Project Development (nilai),Project Development (hadir),Humanity Project Evaluation (nilai),Humanity Project Evaluation (hadir),Student Exchange (Flagship) 1 (nilai),Student Exchange (Flagship) 1 (hadir),Student Exchange (Flagship) 2 (nilai),Student Exchange (Flagship) 2 (hadir),Student Exchange (Flagship) 3 (nilai),Student Exchange (Flagship) 3 (hadir),Student Exchange (Flagship) 4 (nilai),Student Exchange (Flagship) 4 (hadir),Student Exchange (Flagship) 5 (nilai),Student Exchange (Flagship) 5 (hadir),Student Exchange (Flagship) 6 (nilai),Student Exchange (Flagship) 6 (hadir),Student Exchange (Flagship) 7 (nilai),Student Exchange (Flagship) 7 (hadir),Object-Oriented Programming (nilai),Object-Oriented Programming (hadir),Exterior Design (nilai),Exterior Design (hadir),Programmable Logic Controller & SCADA (nilai),Programmable Logic Controller & SCADA (hadir),Font Design (nilai),Font Design (hadir),Costume & Hand Props Design (nilai),Costume & Hand Props Design (hadir),Industry Project Identification (nilai),Industry Project Identification (hadir),Industry Project Development (nilai),Industry Project Development (hadir),Industry Project Validation (nilai),Industry Project Validation (hadir),Media Planning & The Consumer Journey (nilai),Media Planning & The Consumer Journey (hadir),Writing in Design (nilai),Writing in Design (hadir),Visual & Photographic Communication (nilai),Visual & Photographic Communication (hadir),Commercial Production (nilai),Commercial Production (hadir),News Graphics and Design (nilai),News Graphics and Design (hadir),Marketing Research (nilai),Marketing Research (hadir),Film Distribution & Exhibition (nilai),Film Distribution & Exhibition (hadir),Industrial Automations (nilai),Industrial Automations (hadir),tgl_lahir,jenis_kelamin,asal_daerah,pendidikan_ayah,pendidikan_ibu,Accounting Principles 1 (nilai dalam huruf),Introduction to Business Management (nilai dalam huruf),Programming Fundamentals (nilai dalam huruf),Management Information Systems (nilai dalam huruf),Introduction to System and Information Technology (nilai dalam huruf),Organizational Behavior (nilai dalam huruf),English 1 (nilai dalam huruf),Discrete Mathematics (nilai dalam huruf),Corporate Business Processes (nilai dalam huruf),Human and Computer Interaction (nilai dalam huruf),Probability and Statistic (nilai dalam huruf),Algorithm and Data Structure (nilai dalam huruf),Religion (nilai dalam huruf),English 2 (nilai dalam huruf),Business Mathematics (nilai dalam huruf),Information Systems Analysis and Design (nilai dalam huruf),Database Systems (nilai dalam huruf),Data Analysis (nilai dalam huruf),Visual Programming (nilai dalam huruf),Indonesian Language (nilai dalam huruf),English 3 (nilai dalam huruf),Operating System Concept (nilai dalam huruf),Enterprise Resource Planning (nilai dalam huruf),Mobile Application Development (nilai dalam huruf),Datawarehouse (nilai dalam huruf),Web Design and Development (nilai dalam huruf),Seminars on Information Systems (nilai dalam huruf),Civics (nilai dalam huruf),Business Ethics and Law (nilai dalam huruf),Security and Computer Network (nilai dalam huruf),Data Engineering (nilai dalam huruf),Enterprise Application and Systems 1 (nilai dalam huruf),ERP Configuration (nilai dalam huruf),Data Visualization (nilai dalam huruf),Information Systems Testing and Implementation (nilai dalam huruf),Database Administration (nilai dalam huruf),"Governance, Risk, and Compliance (nilai dalam huruf)",IS Project Management (nilai dalam huruf),E-Business (nilai dalam huruf),IT Governance 2 (nilai dalam huruf),Enterprise Application and Systems 2 (nilai dalam huruf),ERP Programming 1 (nilai dalam huruf),Industry Pipeline Knowledge (nilai dalam huruf),Professional Literacy (nilai dalam huruf),Industry Pipeline Validation (nilai dalam huruf),Industry Based Project (nilai dalam huruf),Final Project (nilai dalam huruf),Pancasila (nilai dalam huruf),Technopreneurship (nilai dalam huruf),Decision Support System (nilai dalam huruf),Advanced Database (nilai dalam huruf),Object-Oriented Database (nilai dalam huruf),Database Administration 1 (nilai dalam huruf),Database Application Development 1 (nilai dalam huruf),IT Security Governance (nilai dalam huruf),Interpersonal Communication (nilai dalam huruf),Computer & Society (nilai dalam huruf),Accounting (nilai dalam huruf),Social Entrepreneurship (nilai dalam huruf),"Art, Copywriting & Creative Strategy (nilai dalam huruf)",Growth Hacking for Startup Business (nilai dalam huruf),Public Speaking & Presentation Skills (nilai dalam huruf),Transmedia & Brand Storytelling (nilai dalam huruf),Computer Architecture & Organization (nilai dalam huruf),Artificial Intelligence (nilai dalam huruf),Big Data Analytics 1 (nilai dalam huruf),Computer Network (nilai dalam huruf),Digital Marketing (nilai dalam huruf),Machine Learning (nilai dalam huruf),Big Data Analytics 2 (nilai dalam huruf),Social Media & Mobile Marketing Strategy (nilai dalam huruf),Data Modelling (nilai dalam huruf),Information Systems Research Methodologies (nilai dalam huruf),Database Administration 2 (nilai dalam huruf),Database Application Development 2 (nilai dalam huruf),Internship (nilai dalam huruf),Multimedia Concept (nilai dalam huruf),Small Business Management (nilai dalam huruf),Sales Promotion Communication (nilai dalam huruf),Enterprise Application and Systems 3 (nilai dalam huruf),ERP Programming 2 (nilai dalam huruf),Intellectual Property Rights (nilai dalam huruf),Training and Development (nilai dalam huruf),Transformational Leadership (nilai dalam huruf),IT Governance 1 (nilai dalam huruf),Information System Auditing (nilai dalam huruf),IT Governance 3 (nilai dalam huruf),IS Audit Project (nilai dalam huruf),ICT Business for Creative Industry (nilai dalam huruf),ERP Programming (nilai dalam huruf),Supply Chain Management (nilai dalam huruf),Advanced Big Data Analytics (nilai dalam huruf),Brand Mascot Design (nilai dalam huruf),Digital Advertising (nilai dalam huruf),Accounting Fundamentals (nilai dalam huruf),Deep Learning (nilai dalam huruf),Mobile and Social Media Content Production (nilai dalam huruf),Professional Business Ethics (nilai dalam huruf),Industry Experience (nilai dalam huruf),Industry Model Validation (nilai dalam huruf),Evaluation and Reporting (nilai dalam huruf),Fundamental of Investment (nilai dalam huruf),Digital Systems (nilai dalam huruf),New Venture Creation (nilai dalam huruf),History of Journalism (nilai dalam huruf),Media and Politics (nilai dalam huruf),Digital-Fact Checking (nilai dalam huruf),Blockchain & Cryptocurrency (nilai dalam huruf),Marketing Public Relations (nilai dalam huruf),Community Relations & Engagement (nilai dalam huruf),Technology and Innovation Management (nilai dalam huruf),Business Law (nilai dalam huruf),Ethics in Information Technology (nilai dalam huruf),Special Event & Brand Activation (nilai dalam huruf),Big Data Analytics (nilai dalam huruf),Engineering Design & Ethics (nilai dalam huruf),Communication and Personal Relationships (nilai dalam huruf),Digital Graphic Communication (nilai dalam huruf),Database Development (nilai dalam huruf),Digital Strategic Communication & Data Analytics (nilai dalam huruf),ERP Fundamental (nilai dalam huruf),Applied ERP (nilai dalam huruf),Service Marketing (nilai dalam huruf),Media Relations & Publicity Effectiveness (nilai dalam huruf),Creative Media Production (nilai dalam huruf),Investor & Government Relations (nilai dalam huruf),Personal & Relationship Selling (nilai dalam huruf),Internal Communication & Corporate Culture (nilai dalam huruf),B2B Communication (nilai dalam huruf),Direct Marketing & Customer Relationship Management (nilai dalam huruf),Asset Prototyping (nilai dalam huruf),Algorithms and Programming (nilai dalam huruf),Digital Content Production (nilai dalam huruf),Planning and Analysis (nilai dalam huruf),Development and Implementation (nilai dalam huruf),Project Seminar (nilai dalam huruf),Final Project Independent Evaluation (nilai dalam huruf),Voice Acting (nilai dalam huruf),Advertising Business & Management (nilai dalam huruf),Integrated Brand Campaign (nilai dalam huruf),Research Problem Formulation (nilai dalam huruf),Research Methodology Implementation (nilai dalam huruf),Research Evaluation (nilai dalam huruf),Research Publication (nilai dalam huruf),3D Game Design & Development (nilai dalam huruf),English for Journalism (nilai dalam huruf),Entertainment Content Production (nilai dalam huruf),Business Intelligence (nilai dalam huruf),Film Scoring (nilai dalam huruf),User Experience (nilai dalam huruf),Consumer Digital Behavior (nilai dalam huruf),Integrated Marketing Communication (nilai dalam huruf),Digital Retail Management (nilai dalam huruf),Cybersecurity: Firewall Configuration & Management (nilai dalam huruf),Issue Management & Crisis Communication (nilai dalam huruf),Corporate Branding & Reputation Management (nilai dalam huruf),Building Science 1 (nilai dalam huruf),Interior Design (nilai dalam huruf),Industry Knowledge and Experience (nilai dalam huruf),Industry Model and Validation (nilai dalam huruf),Industry Validation and Experience (nilai dalam huruf),Industry Based Project Evaluation (nilai dalam huruf),Virtual Reality in Architecture (nilai dalam huruf),Film Studies (nilai dalam huruf),Global Media (nilai dalam huruf),Communication for Sustainable Development (nilai dalam huruf),Account Planning & Management (nilai dalam huruf),Nusantara Storytelling History (nilai dalam huruf),Interdisciplinary Studies 1 (nilai dalam huruf),Interdisciplinary Studies 2 (nilai dalam huruf),Cross Cultural (nilai dalam huruf),Industrial and Organization Psychology (nilai dalam huruf),Media and Social Diversity (nilai dalam huruf),Writing for Public Relations (nilai dalam huruf),Student Exchange 1 (nilai dalam huruf),Student Exchange 2 (nilai dalam huruf),Student Exchange 3 (nilai dalam huruf),Student Exchange 4 (nilai dalam huruf),Student Exchange 5 (nilai dalam huruf),Student Exchange 6 (nilai dalam huruf),Student Exchange 7 (nilai dalam huruf),ICT Based Accounting Information System 1 (nilai dalam huruf),Humanity Project Idea (nilai dalam huruf),Project Validation (nilai dalam huruf),Project Development (nilai dalam huruf),Humanity Project Evaluation (nilai dalam huruf),Student Exchange (Flagship) 1 (nilai dalam huruf),Student Exchange (Flagship) 2 (nilai dalam huruf),Student Exchange (Flagship) 3 (nilai dalam huruf),Student Exchange (Flagship) 4 (nilai dalam huruf),Student Exchange (Flagship) 5 (nilai dalam huruf),Student Exchange (Flagship) 6 (nilai dalam huruf),Student Exchange (Flagship) 7 (nilai dalam huruf),Object-Oriented Programming (nilai dalam huruf),Exterior Design (nilai dalam huruf),Programmable Logic Controller & SCADA (nilai dalam huruf),Font Design (nilai dalam huruf),Costume & Hand Props Design (nilai dalam huruf),Industry Project Identification (nilai dalam huruf),Industry Project Development (nilai dalam huruf),Industry Project Validation (nilai dalam huruf),Media Planning & The Consumer Journey (nilai dalam huruf),Writing in Design (nilai dalam huruf),Visual & Photographic Communication (nilai dalam huruf),Commercial Production (nilai dalam huruf),News Graphics and Design (nilai dalam huruf),Marketing Research (nilai dalam huruf),Film Distribution & Exhibition (nilai dalam huruf),Industrial Automations (nilai dalam huruf),Introduction to Business Management sks,Programming Fundamentals sks,Management Information Systems sks,Introduction to System and Information Technology sks,Organizational Behavior sks,English 1 sks,Discrete Mathematics sks,Corporate Business Processes sks,Human and Computer Interaction sks,Probability and Statistic sks,Algorithm and Data Structure sks,Religion sks,English 2 sks,Business Mathematics sks,Information Systems Analysis and Design sks,Database Systems sks,Data Analysis sks,Visual Programming sks,Indonesian Language sks,English 3 sks,Operating System Concept sks,Enterprise Resource Planning sks,Mobile Application Development sks,Datawarehouse sks,Web Design and Development sks,Seminars on Information Systems sks,Civics sks,Business Ethics and Law sks,Security and Computer Network sks,Data Engineering sks,Enterprise Application and Systems 1 sks,ERP Configuration sks,Data Visualization sks,Information Systems Testing and Implementation sks,Database Administration sks,"Governance, Risk, and Compliance sks",IS Project Management sks,E-Business sks,IT Governance 2 sks,Enterprise Application and Systems 2 sks,ERP Programming 1 sks,Industry Pipeline Knowledge sks,Professional Literacy sks,Industry Pipeline Validation sks,Industry Based Project sks,Final Project sks,Pancasila sks,Technopreneurship sks,Decision Support System sks,Advanced Database sks,Object-Oriented Database sks,Database Administration 1 sks,Database Application Development 1 sks,Interpersonal Communication sks,Computer & Society sks,Accounting sks,Social Entrepreneurship sks,"Art, Copywriting & Creative Strategy sks",Growth Hacking for Startup Business sks,Public Speaking & Presentation Skills sks,Transmedia & Brand Storytelling sks,Computer Architecture & Organization sks,Artificial Intelligence sks,Computer Network sks,Digital Marketing sks,Machine Learning sks,Social Media & Mobile Marketing Strategy sks,Data Modelling sks,Information Systems Research Methodologies sks,Database Administration 2 sks,Database Application Development 2 sks,Internship sks,Multimedia Concept sks,Small Business Management sks,Sales Promotion Communication sks,Enterprise Application and Systems 3 sks,ERP Programming 2 sks,Intellectual Property Rights sks,Training and Development sks,Transformational Leadership sks,IT Governance 1 sks,Information System Auditing sks,IT Governance 3 sks,IS Audit Project sks,ICT Business for Creative Industry sks,ERP Programming sks,Supply Chain Management sks,Advanced Big Data Analytics sks,Brand Mascot Design sks,Digital Advertising sks,Accounting Fundamentals sks,Deep Learning sks,Mobile and Social Media Content Production sks,Professional Business Ethics sks,Industry Experience sks,Industry Model Validation sks,Evaluation and Reporting sks,Fundamental of Investment sks,Digital Systems sks,New Venture Creation sks,History of Journalism sks,Media and Politics sks,Digital-Fact Checking sks,Blockchain & Cryptocurrency sks,Marketing Public Relations sks,Community Relations & Engagement sks,Technology and Innovation Management sks,Business Law sks,Ethics in Information Technology sks,Special Event & Brand Activation sks,Big Data Analytics sks,Engineering Design & Ethics sks,Communication and Personal Relationships sks,Digital Graphic Communication sks,Database Development sks,Digital Strategic Communication & Data Analytics sks,ERP Fundamental sks,Applied ERP sks,Service Marketing sks,Media Relations & Publicity Effectiveness sks,Creative Media Production sks,Investor & Government Relations sks,Personal & Relationship Selling sks,Internal Communication & Corporate Culture sks,B2B Communication sks,Direct Marketing & Customer Relationship Management sks,Asset Prototyping sks,Algorithms and Programming sks,Digital Content Production sks,Planning and Analysis sks,Development and Implementation sks,Project Seminar sks,Final Project Independent Evaluation sks,Voice Acting sks,Advertising Business & Management sks,Integrated Brand Campaign sks,Research Problem Formulation sks,Research Methodology Implementation sks,Research Evaluation sks,Research Publication sks,3D Game Design & Development sks,English for Journalism sks,Entertainment Content Production sks,Business Intelligence sks,Film Scoring sks,User Experience sks,Consumer Digital Behavior sks,Integrated Marketing Communication sks,Digital Retail Management sks,Cybersecurity: Firewall Configuration & Management sks,Issue Management & Crisis Communication sks,Corporate Branding & Reputation Management sks,Building Science 1 sks,Interior Design sks,Industry Knowledge and Experience sks,Industry Model and Validation sks,Industry Validation and Experience sks,Industry Based Project Evaluation sks,Virtual Reality in Architecture sks,Film Studies sks,Global Media sks,Communication for Sustainable Development sks,Account Planning & Management sks,Nusantara Storytelling History sks,Interdisciplinary Studies 1 sks,Interdisciplinary Studies 2 sks,Cross Cultural sks,Industrial and Organization Psychology sks,Media and Social Diversity sks,Writing for Public Relations sks,ICT Based Accounting Information System 1 sks,Humanity Project Idea sks,Project Validation sks,Project Development sks,Humanity Project Evaluation sks,Object-Oriented Programming sks,Exterior Design sks,Programmable Logic Controller & SCADA sks,Font Design sks,Costume & Hand Props Design sks,Industry Project Identification sks,Industry Project Development sks,Industry Project Validation sks,Media Planning & The Consumer Journey sks,Writing in Design sks,Visual & Photographic Communication sks,Commercial Production sks,News Graphics and Design sks,Marketing Research sks,Film Distribution & Exhibition sks,Industrial Automations sks,IPK,rata2_nilai,rata2_hadir,jumlah_mk_diambil
10,2019,1911,55.0,13.0,68.0,14.0,72.0,13.0,77.0,12.0,86.0,13.0,76.0,14.0,70.0,11.0,75.0,13.0,84.0,14.0,88.0,13.0,73.0,13.0,76.0,13.0,70.0,13.0,76.0,13.0,78.0,14.0,81.0,14.0,73.0,14.0,68.0,13.0,73.0,12.0,77.0,12.0,79.0,13.0,70.0,12.0,61.0,14.0,85.0,13.0,69.0,14.0,83.0,14.0,85.0,12.0,75.0,13.0,87.0,13.0,78.0,14.0,87.0,13.0,75.0,11.0,79.0,14.0,76.0,12.0,83.0,14.0,74.0,11.0,75.0,11.0,86.0,11.0,85.0,14.0,80.0,12.0,82.0,12.0,73.0,11.0,91.0,1.0,94.0,1.0,93.0,1.0,87.0,1.0,75.0,1.0,81.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-11,Laki-laki,Tangerang,SMA,SMA,C,B-,B,B+,A,B+,B,B+,A-,A,B,B+,B,B+,B+,A-,B,B-,B,B+,B+,B,C+,A,B-,A-,A,B+,A,B+,A,B+,B+,B+,A-,B,B+,A,A,A-,A-,B,,,,,,A-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,2,3,3,4,2,2,3,3,3,4,3,2,2,2,3,3,3,3,3,2,3,2,4,3,3,2,3,3,2,3,3,3,3,3,6,4,4,6,6,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,20,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,7,4,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,4,7,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,6,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,8,4,3,3,3,3,3,4,8,4,3,3,6,2,3,3,3,3,3.4551282051282053,78.0,11.645833333333334,48
